BP_Code	oriiginal_line_names_with_errors	Curated_line_names	end-use	hull	Row_Type	Growth_Habit
N2	ND24600	ND24600	malt	hulled	2	spring
N2	ND24602	ND24602	malt	hulled	2	spring
N2	ND24606	ND24606	malt	hulled	2	spring
N2	2ND26306	2ND26306	malt	0	2	spring
N2	2ND26307	2ND26307	malt	0	2	spring
N2	2ND26308	2ND26308	malt	0	2	spring
N2	2ND26309	2ND26309	malt	0	2	spring
N2	2ND26310	2ND26310	malt	0	2	spring
N2	2ND26311	2ND26311	malt	0	2	spring
N2	2ND26312	2ND26312	malt	0	2	spring
N2	2ND26313	2ND26313	malt	0	2	spring
N2	2ND26314	2ND26314	malt	0	2	spring
N2	2ND26315	2ND26315	malt	0	2	spring
N2	2ND26316	2ND26316	malt	0	2	spring
N2	2ND26317	2ND26317	malt	0	2	spring
N2	2ND26318	2ND26318	malt	0	2	spring
N2	2ND26319	2ND26319	malt	0	2	spring
N2	2ND26320	2ND26320	malt	0	2	spring
N2	2ND26321	2ND26321	malt	0	2	spring
N2	2ND26322	2ND26322	malt	0	2	spring
N2	2ND26323	2ND26323	malt	0	2	spring
N2	2ND26324	2ND26324	malt	0	2	spring
N2	2ND26325	2ND26325	malt	0	2	spring
N2	2ND26326	2ND26326	malt	0	2	spring
N2	2ND26327	2ND26327	malt	0	2	spring
N2	2ND26328	2ND26328	malt	0	2	spring
N2	2ND26329	2ND26329	malt	0	2	spring
N2	2ND26330	2ND26330	malt	0	2	spring
N2	2ND26331	2ND26331	malt	0	2	spring
N2	2ND26332	2ND26332	malt	0	2	spring
N2	2ND26333	2ND26333	malt	0	2	spring
N2	2ND26334	2ND26334	malt	0	2	spring
N2	2ND26335	2ND26335	malt	0	2	spring
N2	2ND26336	2ND26336	malt	0	2	spring
N2	2ND26337	2ND26337	malt	0	2	spring
N2	2ND26338	2ND26338	malt	0	2	spring
N2	2ND26339	2ND26339	malt	0	2	spring
N2	2ND26340	2ND26340	malt	0	2	spring
N2	2ND26341	2ND26341	malt	0	2	spring
N2	2ND26342	2ND26342	malt	0	2	spring
N2	2ND26343	2ND26343	malt	0	2	spring
N2	2ND26344	2ND26344	malt	0	2	spring
N2	2ND26345	2ND26345	malt	0	2	spring
N2	2ND26346	2ND26346	malt	0	2	spring
N2	2ND26347	2ND26347	malt	0	2	spring
N2	2ND26348	2ND26348	malt	0	2	spring
N2	2ND26349	2ND26349	malt	0	2	spring
N2	2ND26350	2ND26350	malt	0	2	spring
N2	2ND26351	2ND26351	malt	0	2	spring
N2	2ND26352	2ND26352	malt	0	2	spring
N2	2ND26353	2ND26353	malt	0	2	spring
N2	2ND26354	2ND26354	malt	0	2	spring
N2	2ND26355	2ND26355	malt	0	2	spring
N2	2ND26356	2ND26356	malt	0	2	spring
N2	2ND26357	2ND26357	malt	0	2	spring
N2	2ND26358	2ND26358	malt	0	2	spring
N2	2ND26359	2ND26359	malt	0	2	spring
N2	2ND26360	2ND26360	malt	0	2	spring
N2	2ND26361	2ND26361	malt	0	2	spring
N2	2ND26362	2ND26362	malt	0	2	spring
N2	2ND26363	2ND26363	malt	0	2	spring
N2	2ND26364	2ND26364	malt	0	2	spring
N2	2ND26365	2ND26365	malt	0	2	spring
N2	2ND26366	2ND26366	malt	0	2	spring
N2	2ND26367	2ND26367	malt	0	2	spring
N2	2ND26368	2ND26368	malt	0	2	spring
N2	2ND26369	2ND26369	malt	0	2	spring
N2	2ND26370	2ND26370	malt	0	2	spring
N2	2ND26371	2ND26371	malt	0	2	spring
N2	2ND26372	2ND26372	malt	0	2	spring
N2	2ND26373	2ND26373	malt	0	2	spring
N2	2ND26374	2ND26374	malt	0	2	spring
N2	2ND26375	2ND26375	malt	0	2	spring
N2	2ND26376	2ND26376	malt	0	2	spring
N2	2ND26377	2ND26377	malt	0	2	spring
N2	2ND26378	2ND26378	malt	0	2	spring
N2	2ND26379	2ND26379	malt	0	2	spring
N2	2ND26380	2ND26380	malt	0	2	spring
N2	2ND26381	2ND26381	malt	0	2	spring
N2	2ND26382	2ND26382	malt	0	2	spring
N2	2ND26383	2ND26383	malt	0	2	spring
N2	2ND26384	2ND26384	malt	0	2	spring
N2	2ND26385	2ND26385	malt	0	2	spring
N2	2ND26386	2ND26386	malt	0	2	spring
N2	2ND26387	2ND26387	malt	0	2	spring
N2	2ND26388	2ND26388	malt	0	2	spring
N2	2ND26389	2ND26389	malt	0	2	spring
N2	2ND26390	2ND26390	malt	0	2	spring
N2	2ND26391	2ND26391	malt	0	2	spring
N2	2ND26392	2ND26392	malt	0	2	spring
N2	2ND26393	2ND26393	malt	0	2	spring
N2	2ND26394	2ND26394	malt	0	2	spring
N2	2ND26395	2ND26395	malt	0	2	spring
N2	2ND26396	2ND26396	malt	0	2	spring
N2	2ND26397	2ND26397	malt	0	2	spring
N2	2ND26398	2ND26398	malt	0	2	spring
N2	2ND26399	2ND26399	malt	0	2	spring
N2	2ND26400	2ND26400	malt	0	2	spring
N2	2ND26401	2ND26401	malt	0	2	spring
N2	ND27327	ND27327	malt	hulled	2	spring
N2	ND27328	ND27328	malt	hulled	2	spring
N2	ND27329	ND27329	malt	hulled	2	spring
N2	ND27330	ND27330	malt	hulled	2	spring
N2	ND27331	ND27331	malt	hulled	2	spring
N2	ND27332	ND27332	malt	hulled	2	spring
N2	ND27333	ND27333	malt	hulled	2	spring
N2	ND27334	ND27334	malt	hulled	2	spring
N2	ND27335	ND27335	malt	hulled	2	spring
N2	ND27336	ND27336	malt	hulled	2	spring
N2	ND27337	ND27337	malt	hulled	2	spring
N2	ND27338	ND27338	malt	hulled	2	spring
N2	ND27339	ND27339	malt	hulled	2	spring
N2	ND27340	ND27340	malt	hulled	2	spring
N2	ND27341	ND27341	malt	hulled	2	spring
N2	ND27342	ND27342	malt	hulled	2	spring
N2	ND27343	ND27343	malt	hulled	2	spring
N2	ND27344	ND27344	malt	hulled	2	spring
N2	ND27345	ND27345	malt	hulled	2	spring
N2	ND27346	ND27346	malt	hulled	2	spring
N2	ND27347	ND27347	malt	hulled	2	spring
N2	ND27348	ND27348	malt	hulled	2	spring
N2	ND27349	ND27349	malt	hulled	2	spring
N2	ND27350	ND27350	malt	hulled	2	spring
N2	ND27351	ND27351	malt	hulled	2	spring
N2	ND27352	ND27352	malt	hulled	2	spring
N2	ND27353	ND27353	malt	hulled	2	spring
N2	ND27354	ND27354	malt	hulled	2	spring
N2	ND27355	ND27355	malt	hulled	2	spring
N2	ND27356	ND27356	malt	hulled	2	spring
N2	ND27357	ND27357	malt	hulled	2	spring
N2	ND27358	ND27358	malt	hulled	2	spring
N2	ND27359	ND27359	malt	hulled	2	spring
N2	ND27360	ND27360	malt	hulled	2	spring
N2	ND27361	ND27361	malt	hulled	2	spring
N2	ND27362	ND27362	malt	hulled	2	spring
N2	ND27363	ND27363	malt	hulled	2	spring
N2	ND27364	ND27364	malt	hulled	2	spring
N2	ND27365	ND27365	malt	hulled	2	spring
N2	ND27366	ND27366	malt	hulled	2	spring
N2	ND27367	ND27367	malt	hulled	2	spring
N2	ND27368	ND27368	malt	hulled	2	spring
N2	ND27369	ND27369	malt	hulled	2	spring
N2	ND27370	ND27370	malt	hulled	2	spring
N2	ND27371	ND27371	malt	hulled	2	spring
N2	ND27372	ND27372	malt	hulled	2	spring
N2	ND27373	ND27373	malt	hulled	2	spring
N2	ND27374	ND27374	malt	hulled	2	spring
N2	ND27375	ND27375	malt	hulled	2	spring
N2	ND27376	ND27376	malt	hulled	2	spring
N2	ND27377	ND27377	malt	hulled	2	spring
N2	ND27378	ND27378	malt	hulled	2	spring
N2	ND27379	ND27379	malt	hulled	2	spring
N2	ND27380	ND27380	malt	hulled	2	spring
N2	ND27381	ND27381	malt	hulled	2	spring
N2	ND27382	ND27382	malt	hulled	2	spring
N2	ND27383	ND27383	malt	hulled	2	spring
N2	ND27384	ND27384	malt	hulled	2	spring
N2	ND27385	ND27385	malt	hulled	2	spring
N2	ND27386	ND27386	malt	hulled	2	spring
N2	ND27387	ND27387	malt	hulled	2	spring
N2	ND27388	ND27388	malt	hulled	2	spring
N2	ND27389	ND27389	malt	hulled	2	spring
N2	ND27390	ND27390	malt	hulled	2	spring
N2	ND27391	ND27391	malt	hulled	2	spring
N2	ND27392	ND27392	malt	hulled	2	spring
N2	ND27393	ND27393	malt	hulled	2	spring
N2	ND27394	ND27394	malt	hulled	2	spring
N2	ND27395	ND27395	malt	hulled	2	spring
N2	ND27396	ND27396	malt	hulled	2	spring
N2	ND27397	ND27397	malt	hulled	2	spring
N2	ND27398	ND27398	malt	hulled	2	spring
N2	ND27399	ND27399	malt	hulled	2	spring
N2	ND27400	ND27400	malt	hulled	2	spring
N2	ND27401	ND27401	malt	hulled	2	spring
N2	ND27402	ND27402	malt	hulled	2	spring
N2	ND27403	ND27403	malt	hulled	2	spring
N2	ND27404	ND27404	malt	hulled	2	spring
N2	ND27405	ND27405	malt	hulled	2	spring
N2	ND27406	ND27406	malt	hulled	2	spring
N2	ND27407	ND27407	malt	hulled	2	spring
N2	ND27408	ND27408	malt	hulled	2	spring
N2	ND27409	ND27409	malt	hulled	2	spring
N2	ND27410	ND27410	malt	hulled	2	spring
N2	ND27411	ND27411	malt	hulled	2	spring
N2	ND27412	ND27412	malt	hulled	2	spring
N2	ND27413	ND27413	malt	hulled	2	spring
N2	ND27414	ND27414	malt	hulled	2	spring
N2	ND27415	ND27415	malt	hulled	2	spring
N2	ND27416	ND27416	malt	hulled	2	spring
N2	ND27417	ND27417	malt	hulled	2	spring
N2	ND27418	ND27418	malt	hulled	2	spring
N2	ND27419	ND27419	malt	hulled	2	spring
N2	ND27420	ND27420	malt	hulled	2	spring
N2	ND27421	ND27421	malt	hulled	2	spring
N2	ND27422	ND27422	malt	hulled	2	spring
N2	2ND27346	2ND27346	0	0	2	spring
N2	2ND27348	2ND27348	0	0	2	spring
N2	2ND27368	2ND27368	0	0	2	spring
N2	2ND27374	2ND27374	0	0	2	spring
N2	2ND27375	2ND27375	0	0	2	spring
N2	2ND27395	2ND27395	0	0	2	spring
N2	2ND27397	2ND27397	0	0	2	spring
N2	2ND27405	2ND27405	0	0	2	spring
N2	2ND27409	2ND27409	0	0	2	spring
N2	2ND27421	2ND27421	0	0	2	spring
N2	2ND27422	2ND27422	0	0	2	spring
N2	2ND27423	2ND27423	0	0	2	spring
N2	2ND27424	2ND27424	0	0	2	spring
N2	2ND27432	2ND27432	0	0	2	spring
N2	2ND27433	2ND27433	0	0	2	spring
N2	2ND27440	2ND27440	0	0	2	spring
N2	2ND27457	2ND27457	0	0	2	spring
N2	2ND27480	2ND27480	0	0	2	spring
N2	2ND27498	2ND27498	0	0	2	spring
N2	2ND27501	2ND27501	0	0	2	spring
N2	2ND27518	2ND27518	0	0	2	spring
N2	2ND27523	2ND27523	0	0	2	spring
N2	2ND27529	2ND27529	0	0	2	spring
N2	2ND27535	2ND27535	0	0	2	spring
N2	2ND27537	2ND27537	0	0	2	spring
N2	2ND27546	2ND27546	0	0	2	spring
N2	2ND27560	2ND27560	0	0	2	spring
N2	2ND27561	2ND27561	0	0	2	spring
N2	2ND27572	2ND27572	0	0	2	spring
N2	2ND27573	2ND27573	0	0	2	spring
N2	2ND27577	2ND27577	0	0	2	spring
N2	2ND27578	2ND27578	0	0	2	spring
N2	2ND27580	2ND27580	0	0	2	spring
N2	2ND27614	2ND27614	0	0	2	spring
N2	2ND27616	2ND27616	0	0	2	spring
N2	2ND27620	2ND27620	0	0	2	spring
N2	2ND27625	2ND27625	0	0	2	spring
N2	2ND27628	2ND27628	0	0	2	spring
N2	2ND27633	2ND27633	0	0	2	spring
N2	2ND27649	2ND27649	0	0	2	spring
N2	2ND27650	2ND27650	0	0	2	spring
N2	2ND27651	2ND27651	0	0	2	spring
N2	2ND27652	2ND27652	0	0	2	spring
N2	2ND27653	2ND27653	0	0	2	spring
N2	2ND27654	2ND27654	0	0	2	spring
N2	2ND27655	2ND27655	0	0	2	spring
N2	2ND27656	2ND27656	0	0	2	spring
N2	2ND27657	2ND27657	0	0	2	spring
N2	2ND27658	2ND27658	0	0	2	spring
N2	2ND27659	2ND27659	0	0	2	spring
N2	2ND27660	2ND27660	0	0	2	spring
N2	2ND27661	2ND27661	0	0	2	spring
N2	2ND27662	2ND27662	0	0	2	spring
N2	2ND27663	2ND27663	0	0	2	spring
N2	2ND27664	2ND27664	0	0	2	spring
N2	2ND27665	2ND27665	0	0	2	spring
N2	2ND27666	2ND27666	0	0	2	spring
N2	2ND27667	2ND27667	0	0	2	spring
N2	2ND27668	2ND27668	0	0	2	spring
N2	2ND27669	2ND27669	0	0	2	spring
N2	2ND27670	2ND27670	0	0	2	spring
N2	2ND27671	2ND27671	0	0	2	spring
N2	2ND27672	2ND27672	0	0	2	spring
N2	2ND27673	2ND27673	0	0	2	spring
N2	2ND27674	2ND27674	0	0	2	spring
N2	2ND27675	2ND27675	0	0	2	spring
N2	2ND27676	2ND27676	0	0	2	spring
N2	2ND27677	2ND27677	0	0	2	spring
N2	2ND27678	2ND27678	0	0	2	spring
N2	2ND27679	2ND27679	0	0	2	spring
N2	2ND27680	2ND27680	0	0	2	spring
N2	2ND27681	2ND27681	0	0	2	spring
N2	2ND27682	2ND27682	0	0	2	spring
N2	2ND27683	2ND27683	0	0	2	spring
N2	2ND27684	2ND27684	0	0	2	spring
N2	2ND27685	2ND27685	0	0	2	spring
N2	2ND27686	2ND27686	0	0	2	spring
N2	2ND27687	2ND27687	0	0	2	spring
N2	2ND27688	2ND27688	0	0	2	spring
N2	2ND27689	2ND27689	0	0	2	spring
N2	2ND27690	2ND27690	0	0	2	spring
N2	2ND27691	2ND27691	0	0	2	spring
N2	2ND27692	2ND27692	0	0	2	spring
N2	2ND27693	2ND27693	0	0	2	spring
N2	2ND27694	2ND27694	0	0	2	spring
N2	2ND27695	2ND27695	0	0	2	spring
N2	2ND27696	2ND27696	0	0	2	spring
N2	2ND27697	2ND27697	0	0	2	spring
N2	2ND27698	2ND27698	0	0	2	spring
N2	2ND27699	2ND27699	0	0	2	spring
N2	2ND27700	2ND27700	0	0	2	spring
N2	2ND27701	2ND27701	0	0	2	spring
N2	2ND27702	2ND27702	0	0	2	spring
N2	2ND27703	2ND27703	0	0	2	spring
N2	2ND27704	2ND27704	0	0	2	spring
N2	2ND27705	2ND27705	0	0	2	spring
N6	ND23319	ND23319	malt	hulled	6	spring
N6	ND23325	ND23325	malt	hulled	6	spring
N6	ND23329	ND23329	malt	hulled	6	spring
N6	ND23338	ND23338	malt	hulled	6	spring
N6	ND23345	ND23345	malt	hulled	6	spring
N6	ND23356	ND23356	malt	hulled	6	spring
N6	ND23357	ND23357	malt	hulled	6	spring
N6	ND23359	ND23359	malt	hulled	6	spring
N6	ND23361	ND23361	malt	hulled	6	spring
N6	ND23366	ND23366	malt	hulled	6	spring
N6	ND23386	ND23386	malt	hulled	6	spring
N6	ND23391	ND23391	malt	hulled	6	spring
N6	ND23404	ND23404	malt	hulled	6	spring
N6	ND23409	ND23409	malt	hulled	6	spring
N6	ND23422	ND23422	malt	hulled	6	spring
N6	ND23424	ND23424	malt	hulled	6	spring
N6	ND23428	ND23428	malt	hulled	6	spring
N6	ND23432	ND23432	malt	hulled	6	spring
N6	ND23433	ND23433	malt	hulled	6	spring
N6	ND23435	ND23435	malt	hulled	6	spring
N6	ND23437	ND23437	malt	hulled	6	spring
N6	ND23448	ND23448	malt	hulled	6	spring
N6	ND23449	ND23449	malt	hulled	6	spring
N6	ND23453	ND23453	malt	hulled	6	spring
N6	ND23454	ND23454	malt	hulled	6	spring
N6	ND23463	ND23463	malt	hulled	6	spring
N6	ND23466	ND23466	malt	hulled	6	spring
N6	ND23468	ND23468	malt	hulled	6	spring
N6	ND23497	ND23497	malt	hulled	6	spring
N6	ND23499	ND23499	malt	hulled	6	spring
N6	ND23524	ND23524	malt	hulled	6	spring
N6	ND23536	ND23536	malt	hulled	6	spring
N6	ND23538	ND23538	malt	hulled	6	spring
N6	ND23541	ND23541	malt	hulled	6	spring
N6	ND23542	ND23542	malt	hulled	6	spring
N6	ND23543	ND23543	malt	hulled	6	spring
N6	ND23546	ND23546	malt	hulled	6	spring
N6	ND23555	ND23555	malt	hulled	6	spring
N6	ND23565	ND23565	malt	hulled	6	spring
N6	ND23572	ND23572	malt	hulled	6	spring
N6	ND23574	ND23574	malt	hulled	6	spring
N6	ND23590	ND23590	malt	hulled	6	spring
N6	ND23591	ND23591	malt	hulled	6	spring
N6	ND23592	ND23592	malt	hulled	6	spring
N6	ND23599	ND23599	malt	hulled	6	spring
N6	ND23607	ND23607	malt	hulled	6	spring
N6	ND23611	ND23611	malt	hulled	6	spring
N6	ND23612	ND23612	malt	hulled	6	spring
N6	ND23614	ND23614	malt	hulled	6	spring
N6	ND23616	ND23616	malt	hulled	6	spring
N6	ND23617	ND23617	malt	hulled	6	spring
N6	ND23621	ND23621	malt	hulled	6	spring
N6	ND23623	ND23623	malt	hulled	6	spring
N6	ND23642	ND23642	malt	hulled	6	spring
N6	ND23652	ND23652	malt	hulled	6	spring
N6	ND23653	ND23653	malt	hulled	6	spring
N6	ND23657	ND23657	malt	hulled	6	spring
N6	ND23658	ND23658	malt	hulled	6	spring
N6	ND23659	ND23659	malt	hulled	6	spring
N6	ND23662	ND23662	malt	hulled	6	spring
N6	ND23663	ND23663	malt	hulled	6	spring
N6	ND23666	ND23666	malt	hulled	6	spring
N6	ND23667	ND23667	malt	hulled	6	spring
N6	ND23669	ND23669	malt	hulled	6	spring
N6	ND23672	ND23672	malt	hulled	6	spring
N6	ND23676	ND23676	malt	hulled	6	spring
N6	ND23680	ND23680	malt	hulled	6	spring
N6	ND23699	ND23699	malt	hulled	6	spring
N6	ND23711	ND23711	malt	hulled	6	spring
N6	ND23716	ND23716	malt	hulled	6	spring
N6	ND23731	ND23731	malt	hulled	6	spring
N6	ND23753	ND23753	malt	hulled	6	spring
N6	ND23766	ND23766	malt	hulled	6	spring
N6	ND23769	ND23769	malt	hulled	6	spring
N6	ND23770	ND23770	malt	hulled	6	spring
N6	ND23778	ND23778	malt	hulled	6	spring
N6	ND23799	ND23799	malt	hulled	6	spring
N6	ND23819	ND23819	malt	hulled	6	spring
N6	ND23821	ND23821	malt	hulled	6	spring
N6	ND23824	ND23824	malt	hulled	6	spring
N6	ND23825	ND23825	malt	hulled	6	spring
N6	ND23827	ND23827	malt	hulled	6	spring
N6	ND23848	ND23848	malt	hulled	6	spring
N6	ND23870	ND23870	malt	hulled	6	spring
N6	ND23877	ND23877	malt	hulled	6	spring
N6	ND23882	ND23882	malt	hulled	6	spring
N6	ND23883	ND23883	malt	hulled	6	spring
N6	ND23886	ND23886	malt	hulled	6	spring
N6	ND23887	ND23887	malt	hulled	6	spring
N6	ND23889	ND23889	malt	hulled	6	spring
N6	ND23893	ND23893	malt	hulled	6	spring
N6	ND23894	ND23894	malt	hulled	6	spring
N6	ND23898	ND23898	malt	hulled	6	spring
N6	ND23899	ND23899	malt	hulled	6	spring
N6	ND23934	ND23934	malt	hulled	6	spring
N6	ND23961	ND23961	malt	hulled	6	spring
N6	ND25641	ND25641	malt	0	6	spring
N6	ND25642	ND25642	malt	0	6	spring
N6	ND25643	ND25643	malt	0	6	spring
N6	ND25644	ND25644	malt	0	6	spring
N6	ND25645	ND25645	malt	0	6	spring
N6	ND25646	ND25646	malt	0	6	spring
N6	ND25647	ND25647	malt	0	6	spring
N6	ND25648	ND25648	malt	0	6	spring
N6	ND25649	ND25649	malt	0	6	spring
N6	ND25650	ND25650	malt	0	6	spring
N6	ND25651	ND25651	malt	0	6	spring
N6	ND25652	ND25652	malt	0	6	spring
N6	ND25653	ND25653	malt	0	6	spring
N6	ND25654	ND25654	malt	0	6	spring
N6	ND25655	ND25655	malt	0	6	spring
N6	ND25656	ND25656	malt	0	6	spring
N6	ND25657	ND25657	malt	0	6	spring
N6	ND25658	ND25658	malt	0	6	spring
N6	ND25659	ND25659	malt	0	6	spring
N6	ND25660	ND25660	malt	0	6	spring
N6	ND25661	ND25661	malt	0	6	spring
N6	ND25662	ND25662	malt	0	6	spring
N6	ND25663	ND25663	malt	0	6	spring
N6	ND25664	ND25664	malt	0	6	spring
N6	ND25665	ND25665	malt	0	6	spring
N6	ND25666	ND25666	malt	0	6	spring
N6	ND25667	ND25667	malt	0	6	spring
N6	ND25668	ND25668	malt	0	6	spring
N6	ND25669	ND25669	malt	0	6	spring
N6	ND25670	ND25670	malt	0	6	spring
N6	ND25671	ND25671	malt	0	6	spring
N6	ND25672	ND25672	malt	0	6	spring
N6	ND25673	ND25673	malt	0	6	spring
N6	ND25674	ND25674	malt	0	6	spring
N6	ND25675	ND25675	malt	0	6	spring
N6	ND25676	ND25676	malt	0	6	spring
N6	ND25677	ND25677	malt	0	6	spring
N6	ND25678	ND25678	malt	0	6	spring
N6	ND25679	ND25679	malt	0	6	spring
N6	ND25680	ND25680	malt	0	6	spring
N6	ND25681	ND25681	malt	0	6	spring
N6	ND25682	ND25682	malt	0	6	spring
N6	ND25683	ND25683	malt	0	6	spring
N6	ND25684	ND25684	malt	0	6	spring
N6	ND25685	ND25685	malt	0	6	spring
N6	ND25686	ND25686	malt	0	6	spring
N6	ND25687	ND25687	malt	0	6	spring
N6	ND25688	ND25688	malt	0	6	spring
N6	ND25689	ND25689	malt	0	6	spring
N6	ND25690	ND25690	malt	0	6	spring
N6	ND25691	ND25691	malt	0	6	spring
N6	ND25692	ND25692	malt	0	6	spring
N6	ND25693	ND25693	malt	0	6	spring
N6	ND25694	ND25694	malt	0	6	spring
N6	ND25695	ND25695	malt	0	6	spring
N6	ND25696	ND25696	malt	0	6	spring
N6	ND25697	ND25697	malt	0	6	spring
N6	ND25698	ND25698	malt	0	6	spring
N6	ND25699	ND25699	malt	0	6	spring
N6	ND25700	ND25700	malt	0	6	spring
N6	ND25701	ND25701	malt	0	6	spring
N6	ND25702	ND25702	malt	0	6	spring
N6	ND25703	ND25703	malt	0	6	spring
N6	ND25704	ND25704	malt	0	6	spring
N6	ND25705	ND25705	malt	0	6	spring
N6	ND25706	ND25706	malt	0	6	spring
N6	ND25707	ND25707	malt	0	6	spring
N6	ND25708	ND25708	malt	0	6	spring
N6	ND25709	ND25709	malt	0	6	spring
N6	ND25710	ND25710	malt	0	6	spring
N6	ND25711	ND25711	malt	0	6	spring
N6	ND25712	ND25712	malt	0	6	spring
N6	ND25713	ND25713	malt	0	6	spring
N6	ND25714	ND25714	malt	0	6	spring
N6	ND25715	ND25715	malt	0	6	spring
N6	ND25716	ND25716	malt	0	6	spring
N6	ND25717	ND25717	malt	0	6	spring
N6	ND25718	ND25718	malt	0	6	spring
N6	ND25719	ND25719	malt	0	6	spring
N6	ND25720	ND25720	malt	0	6	spring
N6	ND25721	ND25721	malt	0	6	spring
N6	ND25722	ND25722	malt	0	6	spring
N6	ND25723	ND25723	malt	0	6	spring
N6	ND25724	ND25724	malt	0	6	spring
N6	ND25725	ND25725	malt	0	6	spring
N6	ND25726	ND25726	malt	0	6	spring
N6	ND25727	ND25727	malt	0	6	spring
N6	ND25728	ND25728	malt	0	6	spring
N6	ND25729	ND25729	malt	0	6	spring
N6	ND25730	ND25730	malt	0	6	spring
N6	ND25731	ND25731	malt	0	6	spring
N6	ND25732	ND25732	malt	0	6	spring
N6	ND25733	ND25733	malt	0	6	spring
N6	ND25736	ND25736	malt	0	6	spring
N6	ND25737	ND25737	malt	0	6	spring
N6	ND25738	ND25738	malt	0	6	spring
N6	ND20448	ND20448	malt	hulled	6	spring
N6	ND24843	ND24843	malt	hulled	6	spring
N6	ND24890	ND24890	malt	hulled	6	spring
N6	ND24906	ND24906	malt	hulled	6	spring
N6	ND24978	ND24978	malt	hulled	6	spring
N6	ND25025	ND25025	malt	hulled	6	spring
N6	ND25030	ND25030	malt	hulled	6	spring
N6	ND25033	ND25033	malt	hulled	6	spring
N6	ND25148	ND25148	malt	hulled	6	spring
N6	ND25151	ND25151	malt	hulled	6	spring
N6	ND25152	ND25152	malt	hulled	6	spring
N6	ND25153	ND25153	malt	hulled	6	spring
N6	ND25160	ND25160	malt	hulled	6	spring
N6	ND25161	ND25161	malt	hulled	6	spring
N6	ND25163	ND25163	malt	hulled	6	spring
N6	ND25165	ND25165	malt	hulled	6	spring
N6	ND25172	ND25172	malt	hulled	6	spring
N6	ND25205	ND25205	malt	hulled	6	spring
N6	ND25208	ND25208	malt	hulled	6	spring
N6	ND25220	ND25220	malt	hulled	6	spring
N6	ND25768	ND25768	malt	hulled	6	spring
N6	ND25782	ND25782	malt	hulled	6	spring
N6	ND25786	ND25786	malt	hulled	6	spring
N6	ND25805	ND25805	malt	hulled	6	spring
N6	ND25824	ND25824	malt	hulled	6	spring
N6	ND25825	ND25825	malt	hulled	6	spring
N6	ND25826	ND25826	malt	hulled	6	spring
N6	ND25832	ND25832	malt	hulled	6	spring
N6	ND25835	ND25835	malt	hulled	6	spring
N6	ND25839	ND25839	malt	hulled	6	spring
N6	ND25840	ND25840	malt	hulled	6	spring
N6	ND25843	ND25843	malt	hulled	6	spring
N6	ND25882	ND25882	malt	hulled	6	spring
N6	ND25908	ND25908	malt	hulled	6	spring
N6	ND25911	ND25911	malt	hulled	6	spring
N6	ND25917	ND25917	malt	hulled	6	spring
N6	ND25949	ND25949	malt	hulled	6	spring
N6	ND25966	ND25966	malt	hulled	6	spring
N6	ND25967	ND25967	malt	hulled	6	spring
N6	ND25969	ND25969	malt	hulled	6	spring
N6	ND25970	ND25970	malt	hulled	6	spring
N6	ND25975	ND25975	malt	hulled	6	spring
N6	ND25976	ND25976	malt	hulled	6	spring
N6	ND25977	ND25977	malt	hulled	6	spring
N6	ND25979	ND25979	malt	hulled	6	spring
N6	ND25982	ND25982	malt	hulled	6	spring
N6	ND25986	ND25986	malt	hulled	6	spring
N6	ND25988	ND25988	malt	hulled	6	spring
N6	ND25989	ND25989	malt	hulled	6	spring
N6	ND25996	ND25996	malt	hulled	6	spring
N6	ND25998	ND25998	malt	hulled	6	spring
N6	ND25999	ND25999	malt	hulled	6	spring
N6	ND26009	ND26009	malt	hulled	6	spring
N6	ND26010	ND26010	malt	hulled	6	spring
N6	ND26015	ND26015	malt	hulled	6	spring
N6	ND26017	ND26017	malt	hulled	6	spring
N6	ND26018	ND26018	malt	hulled	6	spring
N6	ND26030	ND26030	malt	hulled	6	spring
N6	ND26032	ND26032	malt	hulled	6	spring
N6	ND26033	ND26033	malt	hulled	6	spring
N6	ND26034	ND26034	malt	hulled	6	spring
N6	ND26036	ND26036	malt	hulled	6	spring
N6	ND26037	ND26037	malt	hulled	6	spring
N6	ND26048	ND26048	malt	hulled	6	spring
N6	ND26055	ND26055	malt	hulled	6	spring
N6	ND26058	ND26058	malt	hulled	6	spring
N6	ND26062	ND26062	malt	hulled	6	spring
N6	ND26085	ND26085	malt	hulled	6	spring
N6	ND26086	ND26086	malt	hulled	6	spring
N6	ND26090	ND26090	malt	hulled	6	spring
N6	ND26092	ND26092	malt	hulled	6	spring
N6	ND26100	ND26100	malt	hulled	6	spring
N6	ND26104	ND26104	malt	hulled	6	spring
N6	ND26105	ND26105	malt	hulled	6	spring
N6	ND26111	ND26111	malt	hulled	6	spring
N6	ND26139	ND26139	malt	hulled	6	spring
N6	ND26178	ND26178	malt	hulled	6	spring
N6	ND26180	ND26180	malt	hulled	6	spring
N6	ND26181	ND26181	malt	hulled	6	spring
N6	ND26205	ND26205	malt	hulled	6	spring
N6	ND26208	ND26208	malt	hulled	6	spring
N6	ND26212	ND26212	malt	hulled	6	spring
N6	ND26221	ND26221	malt	hulled	6	spring
N6	ND26229	ND26229	malt	hulled	6	spring
N6	ND26239	ND26239	malt	hulled	6	spring
N6	ND26247	ND26247	malt	hulled	6	spring
